Year,MO,Edible,CommodityCode,Country,District,Kilos,Dollars,Trade
1986,01,E,0001104630,1220,01,74821,64729,1
1986,01,E,0001104655,2320,04,478,1822,1
1986,01,E,0001104676,1220,01,635,1400,1
1986,01,E,0001104676,5880,04,251,1428,1
1986,01,E,0001107596,1220,01,9781,23798,1
1986,01,E,0001115030,1220,01,30481,27552,1
1986,01,E,0001132100,1220,01,17932,39534,1
1986,01,E,0001141100,1220,01,46481,230563,1
1986,01,E,0001141100,4419,04,318,3989,1
1986,01,E,0001142110,1220,01,3016,23498,1
1986,01,E,0001142110,1220,02,16795,140776,1
1986,01,E,0001142110,4279,04,3402,32625,1
1986,01,E,0001142130,4231,04,2283,30000,1
1986,01,E,0001142160,1220,01,10689,75408,1
1986,01,E,0001142170,1220,01,1081,3627,1
1986,01,E,0001142170,4210,04,2373,23700,1
1986,01,E,0001142170,4231,04,8305,87150,1
1986,01,E,0001142800,1220,01,5390,49840,1
1986,01,E,0001143530,1220,01,10916,38504,1
1986,01,E,0001143560,1220,01,4045,51274,1
1986,01,E,0001143570,1220,01,4841,17075,1
1986,01,N,0001845700,1220,01,60000,23958,1
1986,01,N,0001906500,1220,01,1152,4314,1
1986,01,N,0001920600,1220,02,3175,22338,1
1986,02,E,0001104610,1220,01,315632,355000,1
1986,02,E,0001104674,5880,04,10523,18560,1
1986,02,E,0001104676,1220,01,6882,12138,1
1986,02,E,0001104676,5880,04,55552,88905,1
1986,02,E,0001115030,1220,01,33747,32364,1
1986,02,E,0001141100,1220,01,79663,395159,1
1986,02,E,0001141100,1220,02,984,5827,1
1986,02,E,0001141100,4419,04,855,10854,1
1986,02,E,0001142110,1220,01,3289,32111,1
1986,02,E,0001142110,1220,02,16880,150492,1
1986,02,E,0001142130,2320,04,213,2180,1
1986,02,E,0001142130,4231,04,837,10395,1
1986,02,E,0001142170,1220,01,1633,2520,1
1986,02,E,0001142800,1220,01,35929,306369,1
1986,02,E,0001142800,4210,04,4865,97000,1
1986,02,E,0001143530,1220,01,10916,38504,1
1986,02,E,0001143530,5880,04,8253,24605,1
1986,02,E,0001143550,1220,01,14240,109879,1
1986,02,E,0001143560,1220,01,10049,127396,1
1986,02,E,0001143570,5880,04,6975,24605,1
1986,02,E,0001144900,1220,01,15064,137489,1
1986,02,E,0001145600,1220,01,13913,10920,1
1986,02,E,0001147000,1220,01,6957,42180,1
1986,02,N,0001906500,1220,01,5859,8348,1
1986,02,N,0001920600,1220,02,7065,58207,1
1986,02,N,0001920600,4210,02,6636,46261,1
1986,03,E,0001104610,1220,01,124307,225000,1
1986,03,E,0001104615,1220,01,11100,20090,1
1986,03,E,0001104630,4280,04,36251,47952,1
1986,03,E,0001107596,1220,01,40136,61669,1
1986,03,E,0001107596,2320,04,297,1524,1
1986,03,E,0001115030,1220,01,27216,27108,1
1986,03,E,0001132100,1220,01,19459,41184,1
1986,03,E,0001132100,2320,04,368,1080,1
1986,03,E,0001141100,1220,01,21895,108608,1
1986,03,E,0001141100,4419,04,1368,17751,1
1986,03,E,0001142110,1220,02,10411,92646,1
1986,03,E,0001142110,5880,04,951,10350,1
1986,03,E,0001142170,4231,04,2151,26550,1
1986,03,E,0001142800,1220,01,30717,301786,1
1986,03,E,0001143530,1220,01,33516,118225,1
1986,03,E,0001143570,1220,01,77631,284714,1
1986,03,E,0001146060,1220,01,4990,17050,1
1986,03,N,0001906500,1220,01,3972,5664,1
1986,03,N,0001920600,1220,01,254,1660,1
1986,03,N,0001920600,1220,02,6759,65196,1
1986,03,N,0001920600,4210,02,7784,45197,1
1986,04,E,0001104610,1220,01,38673,70000,1
1986,04,E,0001104615,1220,01,6510,11782,1
1986,04,E,0001104676,1220,01,5443,27000,1
1986,04,E,0001104676,1220,04,929,4077,1
1986,04,E,0001107550,2320,04,140,1107,1
1986,04,E,0001107596,1220,01,52064,171227,1
1986,04,E,0001107596,4120,01,17690,30030,1
1986,04,E,0001107596,4120,04,5084,7535,1
1986,04,E,0001107596,4280,04,4502,13598,1
1986,04,E,0001115030,1220,01,1795,11280,1
1986,04,E,0001141100,4419,04,965,12196,1
1986,04,E,0001142110,1220,01,4553,36258,1
1986,04,E,0001142110,1220,02,9239,81712,1
1986,04,E,0001142110,4279,04,1595,14669,1
1986,04,E,0001142170,2320,04,683,13000,1
1986,04,E,0001142170,4231,04,937,11664,1
1986,04,E,0001142170,4759,04,979,10350,1
1986,04,E,0001142600,4280,04,435,6900,1
1986,04,E,0001142800,1220,01,6203,43797,1
1986,04,E,0001143515,1220,01,32802,115703,1
1986,04,E,0001143530,4120,04,1307,7625,1
1986,04,E,0001145600,1220,01,78728,63217,1
1986,04,E,0001147000,1220,01,20133,183753,1
1986,04,N,0001906500,1220,01,4797,4230,1
1986,04,N,0001920600,1220,02,5095,41044,1
1986,04,N,0001920600,4210,02,11449,110131,1
1986,05,E,0001104658,1220,04,444,1966,1
1986,05,E,0001104676,4279,04,10632,14341,1
1986,05,E,0001107596,1220,01,16290,49201,1
1986,05,E,0001122500,1220,01,15176,68700,1
1986,05,E,0001132100,1220,01,4804,17517,1
1986,05,E,0001134590,4279,04,1472,20645,1
1986,05,E,0001141100,1220,01,327,1620,1
1986,05,E,0001141100,4419,04,2853,29230,1
1986,05,E,0001142110,1220,01,14401,111120,1
1986,05,E,0001142110,4010,04,830,2500,1
1986,05,E,0001142170,1220,01,12453,90600,1
1986,05,E,0001142170,1220,02,220,1604,1
1986,05,E,0001142600,4419,04,434,5894,1
1986,05,E,0001142800,1220,01,14951,142890,1
1986,05,E,0001142800,2320,04,118,1805,1
1986,05,E,0001143512,1220,01,11137,18414,1
1986,05,E,0001143515,1220,01,30031,59868,1
1986,05,E,0001143530,1220,01,23865,84180,1
1986,05,E,0001143550,2320,04,45,1306,1
1986,05,E,0001143550,4759,04,907,10300,1
1986,05,E,0001143570,1220,01,6251,22050,1
1986,05,E,0001145600,1220,01,91042,75822,1
1986,05,N,0001906500,1220,01,9354,8248,1
1986,05,N,0001920600,1220,02,5942,59936,1
1986,05,N,0001920600,4210,04,249,2173,1
1986,06,E,0001104602,4759,04,2041,5756,1
1986,06,E,0001104630,1220,01,5634,15525,1
1986,06,E,0001104676,4120,01,14237,17230,1
1986,06,E,0001104676,5880,04,918,8392,1
1986,06,E,0001107550,2320,04,133,1016,1
1986,06,E,0001107594,1220,01,27001,65481,1
1986,06,E,0001107596,1220,04,445,1886,1
1986,06,E,0001107596,1610,04,12244,24295,1
1986,06,E,0001107596,4099,04,18144,60000,1
1986,06,E,0001107596,4120,04,20164,27165,1
1986,06,E,0001107596,4279,04,43213,135400,1
1986,06,E,0001121950,4279,02,17010,33375,1
1986,06,E,0001132100,4120,04,16465,47190,1
1986,06,E,0001132100,4280,04,689,4864,1
1986,06,E,0001141100,4280,04,271,2673,1
1986,06,E,0001141100,4419,04,2640,25199,1
1986,06,E,0001142110,1220,01,689,4940,1
1986,06,E,0001142110,1220,02,2495,18700,1
1986,06,E,0001142110,4210,04,1225,12150,1
1986,06,E,0001142110,4759,04,726,8240,1
1986,06,E,0001142170,1220,01,5625,39680,1
1986,06,E,0001142170,2320,04,1639,11798,1
1986,06,E,0001142170,4700,04,29606,66790,1
1986,06,E,0001142800,1220,01,291,2244,1
1986,06,E,0001142800,4231,02,816,15960,1
1986,06,E,0001143512,4700,04,213379,424062,1
1986,06,E,0001143515,1220,01,59887,211245,1
1986,06,E,0001143515,4700,04,16195,35403,1
1986,06,E,0001143530,1220,01,29469,103950,1
1986,06,E,0001143570,1220,01,46786,165032,1
1986,06,E,0001145600,1220,01,18784,14080,1
1986,06,N,0001906500,1220,01,3561,4235,1
1986,06,N,0001906500,1220,02,1618,1427,1
1986,06,N,0001920600,1220,02,3902,36089,1
1986,07,E,0001104630,1220,01,9631,5308,1
1986,07,E,0001104676,1220,01,141269,230846,1
1986,07,E,0001104676,4120,01,15241,18144,1
1986,07,E,0001104676,4280,01,19082,19941,1
1986,07,E,0001104676,5880,04,14546,145527,1
1986,07,E,0001107594,4279,04,104780,385000,1
1986,07,E,0001107596,1220,01,15654,48785,1
1986,07,E,0001107596,2320,04,1146,10054,1
1986,07,E,0001107596,5880,04,3948,42865,1
1986,07,E,0001115010,4710,01,19958,15840,1
1986,07,E,0001115030,1220,01,15241,14616,1
1986,07,E,0001122500,5880,04,2055,14650,1
1986,07,E,0001141100,4419,04,994,11160,1
1986,07,E,0001142110,1220,01,9331,64497,1
1986,07,E,0001142110,1220,02,29857,201212,1
1986,07,E,0001142110,4010,04,345,2800,1
1986,07,E,0001142130,4210,04,951,10000,1
1986,07,E,0001142170,4210,04,1187,12000,1
1986,07,E,0001142800,1220,01,291,2244,1
1986,07,E,0001142800,4039,04,909,2080,1
1986,07,E,0001143240,1220,01,571,2074,1
1986,07,E,0001143515,1220,01,33919,119646,1
1986,07,E,0001143515,4700,04,92584,173815,1
1986,07,E,0001143550,1220,01,1560,10800,1
1986,07,E,0001143570,1220,01,25578,90222,1
1986,07,E,0001144700,2320,04,306,1350,1
1986,07,E,0001145600,1220,01,19051,20580,1
1986,07,N,0001906500,1220,01,5642,7118,1
1986,07,N,0001920600,1220,01,276,1800,1
1986,07,N,0001920600,1220,02,6102,45845,1
1986,08,E,0001104630,1220,01,14514,39996,1
1986,08,E,0001104658,5880,04,937,3575,1
1986,08,E,0001104676,1220,01,45359,3600,1
1986,08,E,0001104676,4210,02,12791,27071,1
