Year,MO,Edible,CommodityCode,Country,District,Kilos,Dollars,Trade
1975,01,E,0001066000,4280,04,8246,19177,0
1975,01,E,0001066000,5880,04,34700,137148,0
1975,01,E,0001101007,1220,01,23854,18485,0
1975,01,E,0001101009,1220,01,96004,56553,0
1975,01,E,0001101060,1220,01,1550566,163616,0
1975,01,E,0001101060,4710,04,311,322,0
1975,01,E,0001101070,1220,01,92655,16001,0
1975,01,E,0001101070,4710,04,1800,1820,0
1975,01,E,0001101539,4210,02,1361,4200,0
1975,01,E,0001101540,5880,04,10206,16688,0
1975,01,E,0001101550,5880,04,60078,118728,0
1975,01,E,0001101575,1220,01,4180,3570,0
1975,01,E,0001101585,1220,01,102911,67028,0
1975,01,E,0001101589,4710,04,2880,5894,0
1975,01,E,0001101593,1220,01,375936,356573,0
1975,01,E,0001101597,1220,01,16329,7603,0
1975,01,E,0001101599,4120,04,3361,24820,0
1975,01,E,0001102025,1220,01,18654,65260,0
1975,01,E,0001102030,1220,02,27216,54000,0
1975,01,E,0001102030,5880,04,24291,43549,0
1975,01,E,0001102045,1220,02,94,291,0
1975,01,E,0001102800,1220,01,76555,21840,0
1975,01,E,0001103560,1220,01,14451,10961,0
1975,01,E,0001103565,1220,01,1637,1501,0
1975,01,E,0001103565,4231,02,1651,1929,0
1975,01,E,0001103565,5880,04,16329,17280,0
1975,01,E,0001103570,4710,04,551,990,0
1975,01,E,0001103575,3570,04,51392,20825,0
1975,01,E,0001103575,4120,04,8210,13474,0
1975,01,E,0001103575,4210,02,680,2450,0
1975,01,E,0001103575,4210,04,9979,8761,0
1975,01,E,0001103575,4231,02,2268,7000,0
1975,01,E,0001103575,4710,04,5570,6783,0
1975,01,E,0001103575,5880,04,9072,5204,0
1975,01,E,0001103575,7910,04,20310,7152,0
1975,01,E,0001104000,7910,04,18142,5927,0
1975,01,E,0001104710,1220,01,676769,839337,0
1975,01,E,0001104710,1220,04,892570,1128487,0
1975,01,E,0001104710,1610,04,7873,9200,0
1975,01,E,0001104710,4000,04,55084,68531,0
1975,01,E,0001104710,4039,04,1332177,1659587,0
1975,01,E,0001104710,4099,04,283669,339719,0
1975,01,E,0001104710,4120,04,4193,4510,0
1975,01,E,0001104710,4210,04,13532,15123,0
1975,01,E,0001104710,4550,04,47390,53492,0
1975,01,E,0001104710,5880,04,349864,370872,0
1975,01,E,0001104730,1220,01,33176,41984,0
1975,01,E,0001104730,4000,04,456965,578999,0
1975,01,E,0001104730,4039,04,310577,383811,0
1975,01,E,0001104730,4099,04,82230,81277,0
1975,01,E,0001104730,4120,04,59306,72602,0
1975,01,E,0001104740,1220,01,43349,34849,0
1975,01,E,0001104740,1220,04,1960,1339,0
1975,01,E,0001104740,4000,04,216022,173138,0
1975,01,E,0001104740,4099,04,188127,134743,0
1975,01,E,0001104740,4120,04,22372,15119,0
1975,01,E,0001104740,5800,04,244611,140271,0
1975,01,E,0001104740,5880,04,878920,584270,0
1975,01,E,0001105520,1220,01,1341925,1384542,0
1975,01,E,0001105520,1220,04,326132,336537,0
1975,01,E,0001105520,4039,04,14860,3161,0
1975,01,E,0001105520,5880,04,9072,8394,0
1975,01,E,0001105545,1220,01,67531,104888,0
1975,01,E,0001105545,1220,02,145,304,0
1975,01,E,0001105545,4120,04,4763,7236,0
1975,01,E,0001105550,1220,01,549332,773291,0
1975,01,E,0001105550,1220,04,213631,362175,0
1975,01,E,0001105550,4039,04,350986,628018,0
1975,01,E,0001105550,4099,04,222880,389782,0
1975,01,E,0001105550,4120,04,26849,42361,0
1975,01,E,0001105550,5880,04,123377,161078,0
1975,01,E,0001105565,1220,01,64034,105909,0
1975,01,E,0001105565,4000,04,868,1930,0
1975,01,E,0001105570,1220,01,124265,159282,0
1975,01,E,0001105570,1220,04,1724,2561,0
1975,01,E,0001105570,4000,04,197281,362506,0
1975,01,E,0001105570,4039,04,182934,217867,0
1975,01,E,0001105570,4099,04,166454,282918,0
1975,01,E,0001105570,4120,04,165761,223419,0
1975,01,E,0001105570,4120,05,15944,16450,0
1975,01,E,0001105570,4231,04,1746,2255,0
1975,01,E,0001105720,1220,01,20018,34483,0
1975,01,E,0001105720,4120,04,18697,18545,0
1975,01,E,0001107005,4210,02,13928,46165,0
1975,01,E,0001107015,4210,02,16865,59610,0
1975,01,E,0001107015,4850,02,8904,34041,0
1975,01,E,0001107024,1220,01,7610,10866,0
1975,01,E,0001107024,1220,04,9218,13726,0
1975,01,E,0001107033,1220,01,5475,12101,0
1975,01,E,0001107033,5880,02,283,331,0
1975,01,E,0001107040,5880,04,129954,329572,0
1975,01,E,0001107060,1220,01,11507,13097,0
1975,01,E,0001107060,1220,04,15796,14737,0
1975,01,E,0001107060,3570,04,2268,2220,0
1975,01,E,0001107060,4120,04,4188,4670,0
1975,01,E,0001107060,4120,05,1814,2498,0
1975,01,E,0001107060,4210,02,907,2900,0
1975,01,E,0001107060,4710,04,11250,9800,0
1975,01,E,0001107060,5830,04,26309,29534,0
1975,01,E,0001107060,5880,04,29484,22203,0
1975,01,E,0001107060,7910,04,9798,9054,0
1975,01,E,0001111000,4099,04,1361,2320,0
1975,01,E,0001111500,5880,04,91,2490,0
1975,01,E,0001112200,1220,01,430518,699321,0
1975,01,E,0001112200,4039,01,14500,37464,0
1975,01,E,0001112200,4039,04,18000,54334,0
1975,01,E,0001112800,1220,01,286210,622658,0
1975,01,E,0001113200,1220,01,697158,515176,0
1975,01,E,0001113200,1220,04,25821,11690,0
1975,01,E,0001114000,1220,01,64845,39194,0
1975,01,E,0001114000,1220,02,7212,5247,0
1975,01,E,0001115600,4710,04,4990,5500,0
1975,01,E,0001116400,1220,01,1565,4658,0
