Year,MO,Edible,CommodityCode,Country,District,Kilos,Dollars,Trade
1989,01,E,0208200000,5380,04,21092,171350,0
1989,01,E,0302110000,1220,01,13062,68451,0
1989,01,E,0302110000,1220,04,363,2240,0
1989,01,E,0302120035,1220,01,36632,347066,0
1989,01,E,0302120065,1220,01,230681,2031500,0
1989,01,E,0302120065,4039,04,296582,2121981,0
1989,01,E,0302120065,4120,04,5293,36108,0
1989,01,E,0302120065,4190,04,2945,21606,0
1989,01,E,0302120065,5660,04,3023,19716,0
1989,01,E,0302190000,1220,01,97085,156079,0
1989,01,E,0302190000,4039,04,3463,6107,0
1989,01,E,0302210000,1220,01,73930,627454,0
1989,01,E,0302230000,1220,01,110628,254916,0
1989,01,E,0302230000,4210,04,902,11984,0
1989,01,E,0302290000,1220,01,222624,423805,0
1989,01,E,0302310000,4099,04,910,2002,0
1989,01,E,0302390020,4099,04,360,2376,0
1989,01,E,0302390040,1220,01,4232,24725,0
1989,01,E,0302390040,4099,04,545,2398,0
1989,01,E,0302400000,1220,01,650832,100564,0
1989,01,E,0302500000,1220,01,1132517,1612135,0
1989,01,E,0302620000,1220,01,1054168,2461106,0
1989,01,E,0302630000,1220,01,77421,68903,0
1989,01,E,0302640000,4710,04,3594,16936,0
1989,01,E,0302660000,4710,04,360,2311,0
1989,01,E,0302692010,1220,01,173167,328214,0
1989,01,E,0302692020,1220,01,94974,94092,0
1989,01,E,0302692040,4099,04,2215,9586,0
1989,01,E,030269205*,1220,01,15513,12944,0
1989,01,E,0302692060,1220,01,31752,18095,0
1989,01,E,0302694020,1220,01,69306,27243,0
1989,01,E,0302694050,1220,01,169553,134588,0
1989,01,E,0302694050,1220,02,1996,3115,0
1989,01,E,0302694050,4710,04,2200,14479,0
1989,01,E,0302704000,1220,01,1400,14948,0
1989,01,E,0303100040,1220,01,1626,3738,0
1989,01,E,0303210000,1220,01,1488,5829,0
1989,01,E,0303220040,4039,04,275,1525,0
1989,01,E,0303290040,4039,04,110,1956,0
1989,01,E,0303390000,4210,04,5409,54632,0
1989,01,E,0303500000,1220,01,172417,74596,0
1989,01,E,0303500000,4039,04,105877,50698,0
1989,01,E,0303740000,1220,01,3323,2015,0
1989,01,E,0303760000,1220,04,1088,6840,0
1989,01,E,0303780000,1220,01,14152,12454,0
1989,01,E,0303780000,3570,04,158176,92181,0
1989,01,E,0303792010,1220,01,76060,149393,0
1989,01,E,0303792010,1220,02,17989,35466,0
1989,01,E,0303792040,3550,04,12439,44414,0
1989,01,E,0303794085,1220,01,19500,10748,0
1989,01,E,0303794085,3550,04,76942,76678,0
1989,01,E,0303794085,3570,04,1488,1200,0
1989,01,E,0304102020,1220,01,277481,1150329,0
1989,01,E,0304102020,4280,01,7598,26002,0
