Year,MO,Edible,CommodityCode,Country,District,Kilos,Dollars,Trade
1983,01,E,0001066000,5380,04,196246,676405,0
1983,01,E,0001066000,5880,04,2268,14129,0
1983,01,E,0001101007,1220,01,47571,67005,0
1983,01,E,0001101007,1220,04,2077,3384,0
1983,01,E,0001101007,4710,04,402,754,0
1983,01,E,0001101009,1220,01,44968,51776,0
1983,01,E,0001101009,1220,04,4312,6656,0
1983,01,E,0001101009,1610,01,1996,454,0
1983,01,E,0001101070,1220,01,18289,10080,0
1983,01,E,0001101550,4039,04,5931,22129,0
1983,01,E,0001101585,1220,01,499565,422267,0
1983,01,E,0001101589,1220,01,18180,11405,0
1983,01,E,0001101589,4039,04,20447,12804,0
1983,01,E,0001101593,1220,01,647552,687674,0
1983,01,E,0001101597,1220,01,10886,17627,0
1983,01,E,0001101599,1220,01,3250,7696,0
1983,01,E,0001101599,4710,04,155,682,0
1983,01,E,0001102025,1220,01,25332,146257,0
1983,01,E,0001102025,4000,04,1207,3438,0
1983,01,E,0001102045,1220,01,22310,188949,0
1983,01,E,0001102045,4039,04,39978,285527,0
1983,01,E,0001102045,4279,04,395,2169,0
1983,01,E,0001102050,4039,04,1011,5391,0
1983,01,E,0001102050,4120,04,6,255,0
1983,01,E,0001102500,4710,04,4039,11157,0
1983,01,E,0001102800,1220,01,454,332,0
1983,01,E,0001102800,4710,04,2627,4597,0
1983,01,E,0001103552,4710,04,206,711,0
1983,01,E,0001103560,1220,01,33439,22186,0
1983,01,E,0001103560,4210,04,3159,31222,0
1983,01,E,0001103565,3570,04,19981,10660,0
1983,01,E,0001103565,4000,04,381,892,0
1983,01,E,0001103565,4210,04,12077,71553,0
1983,01,E,0001103570,1220,01,1510,524,0
1983,01,E,0001103570,4710,04,2634,9494,0
1983,01,E,0001103575,3570,04,2268,1250,0
1983,01,E,0001103575,4710,04,6512,6437,0
1983,01,E,0001103575,4710,05,5443,4600,0
1983,01,E,0001103575,7910,04,163293,120552,0
1983,01,E,0001104000,4000,04,150,280,0
1983,01,E,0001104710,1010,04,211715,486797,0
1983,01,E,0001104710,1220,01,2020292,4890199,0
1983,01,E,0001104710,1220,04,87810,213716,0
1983,01,E,0001104710,1610,01,62119,146305,0
1983,01,E,0001104710,4000,04,932468,2201468,0
1983,01,E,0001104710,4039,04,140726,262023,0
1983,01,E,0001104710,4099,04,317231,769662,0
1983,01,E,0001104710,4120,04,9700,21828,0
1983,01,E,0001104710,5800,04,77662,162813,0
1983,01,E,0001104710,5880,04,36251,77785,0
1983,01,E,0001104724,1010,04,22303,35698,0
1983,01,E,0001104724,1220,01,8742,12792,0
1983,01,E,0001104724,4000,04,631,863,0
1983,01,E,0001104724,4039,04,963,1766,0
1983,01,E,0001104726,1010,04,928,3320,0
1983,01,E,0001104726,1220,01,74473,166883,0
1983,01,E,0001104726,1220,04,2003,5463,0
1983,01,E,0001104726,1610,01,1676,4250,0
1983,01,E,0001104726,4000,04,7514,27382,0
1983,01,E,0001104730,1220,01,3783,7435,0
1983,01,E,0001104730,1220,04,1888,4512,0
1983,01,E,0001104730,4000,04,205638,490491,0
1983,01,E,0001104730,4039,04,79878,152161,0
1983,01,E,0001104730,4099,04,121563,282216,0
1983,01,E,0001104730,4120,04,87901,204466,0
1983,01,E,0001104740,1220,01,19758,30166,0
1983,01,E,0001104740,1220,04,41865,65056,0
1983,01,E,0001104740,4000,04,36972,49154,0
1983,01,E,0001104740,4039,04,2694,3769,0
1983,01,E,0001104740,4099,04,247955,354561,0
1983,01,E,0001104740,4120,04,3024,4091,0
1983,01,E,0001104740,5800,04,839772,1084471,0
1983,01,E,0001104740,5880,04,90628,114820,0
1983,01,E,0001104755,1220,04,554,892,0
1983,01,E,0001104755,3550,04,398233,529720,0
1983,01,E,0001104755,3570,04,338140,393190,0
1983,01,E,0001104755,4120,04,40176,76676,0
1983,01,E,0001104755,5330,04,13591,14770,0
1983,01,E,0001104755,7910,04,177961,102227,0
1983,01,E,0001104760,1010,04,5029,6955,0
1983,01,E,0001104760,4000,04,14640,24169,0
1983,01,E,0001104760,4280,04,99930,145403,0
1983,01,E,0001104765,1010,04,9390,15489,0
1983,01,E,0001104765,1220,01,27363,32723,0
1983,01,E,0001104765,1220,04,1663,293,0
1983,01,E,0001104765,4000,04,106133,211262,0
1983,01,E,0001104765,4039,04,1078,2242,0
1983,01,E,0001104765,5880,04,18142,24818,0
1983,01,E,0001104765,6141,04,14740,5205,0
1983,01,E,0001105520,1220,01,416072,1011332,0
1983,01,E,0001105520,1220,04,330606,736494,0
1983,01,E,0001105520,4000,04,179988,333766,0
