Year,MO,Edible,CommodityCode,Country,District,Kilos,Dollars,Trade
1978,01,E,0001104620,1220,02,9072,24000,1
1978,01,E,0001104640,1220,01,154189,77607,1
1978,01,E,0001104640,4280,04,151537,76896,1
1978,01,E,0001104640,4759,04,2540,9160,1
1978,01,E,0001107540,1220,01,34533,23741,1
1978,01,E,0001107540,4099,01,18869,38272,1
1978,01,E,0001107540,4279,04,19180,37750,1
1978,01,E,0001107540,4280,04,343556,353962,1
1978,01,E,0001115000,2320,04,252,752,1
1978,01,E,0001132100,6021,04,18015,55129,1
1978,01,E,0001141140,1220,01,29034,162677,1
1978,01,E,0001141140,1220,02,3497,8094,1
1978,01,E,0001142120,1220,01,12623,44523,1
1978,01,E,0001142120,1220,02,23722,87633,1
1978,01,E,0001142120,1220,04,3579,26484,1
1978,01,E,0001142120,4231,04,401,4152,1
1978,01,E,0001142120,4279,04,8845,59250,1
1978,01,E,0001142120,4419,04,6246,56247,1
1978,01,E,0001142120,5130,04,224,3145,1
1978,01,E,0001142140,1220,01,12314,40722,1
1978,01,E,0001142140,1220,02,14728,41821,1
1978,01,E,0001142140,4210,04,545,4260,1
1978,01,E,0001142140,4231,04,14989,140494,1
1978,01,E,0001142140,4280,04,1800,10799,1
1978,01,E,0001142140,4419,04,3802,25447,1
1978,01,E,0001142140,4759,04,2075,17182,1
1978,01,E,0001142140,5130,04,51,1020,1
1978,01,E,0001142800,1220,01,27726,119379,1
1978,01,E,0001143200,1220,02,1361,22050,1
1978,01,E,0001143200,2320,04,130,558,1
1978,01,E,0001143500,1220,01,11349,23517,1
1978,01,E,0001143500,1220,02,704,2484,1
1978,01,E,0001146000,1220,01,842,2320,1
1978,01,E,0001147000,1220,01,10886,37200,1
1978,01,E,0001147000,2320,04,179,2577,1
1978,01,N,0001920600,1220,02,6237,37066,1
1978,01,N,0001920600,4120,04,28,4069,1
1978,02,E,0001104640,1220,01,268581,131048,1
1978,02,E,0001104640,2320,04,230,760,1
1978,02,E,0001104640,4231,04,12570,7228,1
1978,02,E,0001104640,4279,04,23517,17463,1
1978,02,E,0001104640,4280,04,246165,125078,1
1978,02,E,0001104640,5880,04,18035,24055,1
1978,02,E,0001107540,4279,04,86840,125311,1
1978,02,E,0001107540,4280,04,696555,764367,1
1978,02,E,0001115000,4120,04,20524,22967,1
1978,02,E,0001141120,1220,02,671,2960,1
1978,02,E,0001141140,1220,02,63934,153398,1
1978,02,E,0001141140,4010,04,13383,98000,1
1978,02,E,0001142120,1220,01,13998,49377,1
1978,02,E,0001142120,1220,04,3048,25782,1
1978,02,E,0001142120,4231,04,435,4767,1
1978,02,E,0001142120,4279,04,476,3780,1
1978,02,E,0001142120,4419,04,2318,24050,1
1978,02,E,0001142140,1220,01,11512,44195,1
1978,02,E,0001142140,1220,02,7345,24287,1
1978,02,E,0001142140,4210,04,171,1600,1
1978,02,E,0001142140,4231,04,7112,75642,1
1978,02,E,0001142140,4280,04,404,2360,1
1978,02,E,0001142140,4419,04,577,5222,1
1978,02,E,0001142800,1220,01,50674,246623,1
1978,02,E,0001143500,1220,01,11916,45512,1
1978,02,E,0001143500,2320,04,366,1832,1
1978,02,E,0001143500,4120,04,3216,3599,1
1978,02,E,0001143500,4279,04,15390,98050,1
1978,02,E,0001143500,4759,04,750,3591,1
1978,02,E,0001143500,5880,04,29597,33126,1
1978,02,N,0001920600,1220,01,907,6600,1
1978,02,N,0001920600,1220,02,4785,35341,1
1978,03,E,0001104640,1220,01,311095,125670,1
1978,03,E,0001104640,1220,02,2997,3700,1
1978,03,E,0001104640,1220,04,1497,5080,1
1978,03,E,0001104640,4279,04,22945,14000,1
1978,03,E,0001104640,4280,04,554591,439309,1
1978,03,E,0001107520,2320,04,232,526,1
1978,03,E,0001107540,1220,01,19373,16674,1
1978,03,E,0001107540,1220,02,1243,3700,1
1978,03,E,0001107540,4279,04,19998,27381,1
1978,03,E,0001107540,4280,04,2117392,2747431,1
1978,03,E,0001115000,4280,04,121007,84750,1
1978,03,E,0001132100,2320,04,494,3592,1
1978,03,E,0001132100,6021,04,11828,38164,1
1978,03,E,0001141140,1220,02,2894,6700,1
1978,03,E,0001141140,2320,04,214,948,1
1978,03,E,0001142120,1220,01,20656,72559,1
1978,03,E,0001142120,1220,02,25650,100254,1
1978,03,E,0001142120,2320,04,232,800,1
1978,03,E,0001142120,4279,04,408,3780,1
1978,03,E,0001142120,4419,04,1846,18208,1
1978,03,E,0001142140,1220,01,7394,24450,1
1978,03,E,0001142140,1220,02,5286,21791,1
1978,03,E,0001142140,2320,04,675,3296,1
1978,03,E,0001142140,4210,04,257,1985,1
1978,03,E,0001142140,4231,04,6417,67707,1
1978,03,E,0001142140,4419,04,963,7780,1
1978,03,E,0001142140,4759,04,272,2450,1
1978,03,E,0001142600,1220,02,1058,3500,1
1978,03,E,0001142600,2320,04,54,538,1
1978,03,E,0001142600,2770,04,650,2150,1
1978,03,E,0001142800,1220,01,44968,270741,1
1978,03,E,0001142800,1220,02,2722,11520,1
1978,03,E,0001142800,2320,04,45,524,1
1978,03,E,0001142800,4010,04,33022,203840,1
1978,03,E,0001142800,5880,04,36628,302865,1
1978,03,E,0001143500,1220,01,791,2790,1
1978,03,E,0001143500,2320,04,174,1492,1
1978,03,E,0001143500,4010,04,3874,23496,1
1978,03,E,0001144700,2320,04,27,540,1
1978,03,E,0001146000,1220,01,3642,4600,1
1978,03,E,0001146000,1220,02,2807,8740,1
1978,03,E,0001147000,1220,02,2079,7450,1
1978,03,E,0001147000,2320,04,353,1984,1
1978,03,N,0001920600,1220,02,2132,13381,1
1978,04,E,0001104620,1220,01,14062,38751,1
1978,04,E,0001104640,1220,01,257345,381269,1
1978,04,E,0001104640,1220,02,6638,8195,1
1978,04,E,0001104640,2320,04,4073,5028,1
1978,04,E,0001104640,4210,04,1474,3250,1
1978,04,E,0001104640,4231,04,4082,13737,1
1978,04,E,0001104640,4280,04,456277,563254,1
1978,04,E,0001104640,4419,04,1922,2373,1
1978,04,E,0001104640,4759,04,883,1040,1
1978,04,E,0001104640,6021,04,12115,17611,1
1978,04,E,0001107540,1220,01,3854,11474,1
1978,04,E,0001107540,1220,02,18016,40495,1
1978,04,E,0001107540,4210,04,4676,6600,1
1978,04,E,0001107540,4279,04,26444,42011,1
1978,04,E,0001107540,4419,04,18705,35640,1
1978,04,E,0001132100,1220,02,5330,23000,1
1978,04,E,0001141140,1220,01,2678,6200,1
1978,04,E,0001141140,4279,04,816,7200,1
1978,04,E,0001142120,1220,01,14668,56930,1
1978,04,E,0001142120,1220,02,2858,11320,1
1978,04,E,0001142120,2320,04,410,1724,1
1978,04,E,0001142120,4419,04,1041,9856,1
1978,04,E,0001142140,1220,01,24331,49923,1
1978,04,E,0001142140,1220,02,4218,13947,1
1978,04,E,0001142140,4231,04,340,3750,1
1978,04,E,0001142140,4280,04,1234,9825,1
1978,04,E,0001142800,4010,04,17781,117600,1
1978,04,E,0001142800,4210,04,4667,29349,1
1978,04,E,0001142800,5880,04,17962,37440,1
1978,04,E,0001143500,1220,01,703,2852,1
1978,04,E,0001143500,2320,04,244,1206,1
1978,04,E,0001143500,4000,04,17633,20361,1
1978,04,E,0001143500,4279,04,14601,82085,1
1978,04,E,0001143500,4280,04,3576,6770,1
