Year,MO,Edible,CommodityCode,Country,District,Kilos,Dollars,Trade
1975,01,E,0000311005,4280,04,271418,210311,1
1975,01,E,0001104640,1220,02,10125,12500,1
1975,01,E,0001104640,4280,04,592736,235435,1
1975,01,E,0001104640,4759,04,3898,3308,1
1975,01,E,0001107540,1220,01,3908,3834,1
1975,01,E,0001122100,1220,01,15336,33810,1
1975,01,E,0001138020,1220,02,44481,36065,1
1975,01,E,0001141120,1220,02,5280,16179,1
1975,01,E,0001142120,1220,01,635,2610,1
1975,01,E,0001142120,1220,02,26452,123554,1
1975,01,E,0001142120,1220,04,2268,10500,1
1975,01,E,0001142120,4210,04,191,1029,1
1975,01,E,0001142120,4231,04,9736,62438,1
1975,01,E,0001142120,4279,04,11211,56886,1
1975,01,E,0001142120,4280,04,2877,15914,1
1975,01,E,0001142120,4419,04,5729,34627,1
1975,01,E,0001142140,4231,04,2848,14418,1
1975,01,E,0001142140,4280,04,211,1055,1
1975,01,E,0001142800,1220,01,27163,111028,1
1975,01,E,0001143520,1220,01,9768,20015,1
1975,01,E,0001143520,1220,02,2604,12240,1
1975,02,E,0001104640,4231,04,223014,96272,1
1975,02,E,0001104640,4280,04,722712,305895,1
1975,02,E,0001107520,2320,04,491,1026,1
1975,02,E,0001107540,4280,04,12005,2911,1
1975,02,E,0001115000,1220,01,6350,5000,1
1975,02,E,0001115000,1220,02,468,2271,1
1975,02,E,0001115000,1220,04,6645,2387,1
1975,02,E,0001122100,1220,01,18937,41750,1
1975,02,E,0001138020,1220,02,163206,124531,1
1975,02,E,0001141120,1220,02,7310,28422,1
1975,02,E,0001141140,1220,02,11605,32225,1
1975,02,E,0001142120,1220,01,17425,53008,1
1975,02,E,0001142120,1220,02,16865,78267,1
1975,02,E,0001142120,4210,04,2517,16944,1
1975,02,E,0001142120,4231,04,8461,47536,1
1975,02,E,0001142120,4279,04,3107,21479,1
1975,02,E,0001142120,4280,04,1598,10524,1
1975,02,E,0001142120,4419,04,2599,15698,1
1975,02,E,0001142140,1220,02,11597,58320,1
1975,02,E,0001142800,1220,01,26201,107693,1
1975,02,E,0001142800,4419,04,762,4000,1
1975,02,E,0001143520,1220,01,12144,28675,1
1975,02,E,0001144900,1220,02,4196,7585,1
1975,02,N,0001845700,1220,01,18000,6200,1
1975,03,E,0000311005,1220,01,19567,30796,1
1975,03,E,0001104640,1220,01,248070,17350,1
1975,03,E,0001104640,4231,04,1390,1716,1
1975,03,E,0001104640,4280,04,558197,244975,1
1975,03,E,0001107540,6021,04,10886,12900,1
1975,03,E,0001122100,1220,01,24426,53850,1
1975,03,E,0001138020,1220,02,34052,26900,1
1975,03,E,0001141120,1220,02,10516,32457,1
1975,03,E,0001142120,1220,01,5897,26500,1
1975,03,E,0001142120,1220,02,19724,106422,1
1975,03,E,0001142120,4210,04,2667,18383,1
1975,03,E,0001142120,4231,04,4953,38946,1
1975,03,E,0001142120,4279,04,748,5278,1
1975,03,E,0001142120,4280,04,109,768,1
1975,03,E,0001142120,4419,04,1647,11789,1
1975,03,E,0001142140,1220,02,4193,19265,1
1975,03,E,0001142600,1220,02,1361,8850,1
1975,03,E,0001142600,4010,04,4531,28971,1
1975,03,E,0001142800,1220,01,56873,244466,1
1975,03,E,0001142800,1220,02,1753,4250,1
1975,03,E,0001143520,1220,01,20441,52885,1
1975,03,E,0001146000,1220,01,1225,2700,1
1975,03,E,0001146000,1220,02,3237,8920,1
1975,04,E,0000311005,1220,01,14331,22116,1
1975,04,E,0000311005,4280,04,9961,7687,1
1975,04,E,0000320140,6021,04,9752,16931,1
1975,04,E,0001104640,4231,01,4882,6900,1
1975,04,E,0001104640,4280,04,236694,81290,1
1975,04,E,0001107540,1220,01,3447,11972,1
1975,04,E,0001115000,1220,01,38939,67550,1
1975,04,E,0001122100,1220,01,11723,25845,1
1975,04,E,0001138020,1220,01,11340,6600,1
1975,04,E,0001141120,1220,02,13472,59400,1
1975,04,E,0001141120,4231,04,325,3100,1
1975,04,E,0001142120,1220,01,9312,26860,1
1975,04,E,0001142120,1220,02,6486,45155,1
1975,04,E,0001142120,4210,04,1510,12494,1
1975,04,E,0001142120,4231,04,4667,38091,1
1975,04,E,0001142120,4279,04,1850,14613,1
1975,04,E,0001142120,4280,04,1126,8918,1
1975,04,E,0001142120,4419,04,1388,10980,1
1975,04,E,0001142140,1220,01,13455,44495,1
1975,04,E,0001142140,1220,02,5239,18929,1
1975,04,E,0001142140,4231,04,506,4129,1
1975,04,E,0001142800,1220,01,27212,109891,1
1975,04,E,0001143520,1220,01,20049,56828,1
1975,04,E,0001144900,1220,01,2449,10986,1
1975,04,E,0001146000,1220,02,9423,17451,1
1975,04,N,0001906500,1220,02,8942,4140,1
1975,05,E,0000311005,1220,01,23693,36565,1
1975,05,E,0001104640,1220,01,76662,29405,1
1975,05,E,0001104640,1220,02,726,2640,1
1975,05,E,0001104640,1220,04,17870,4500,1
1975,05,E,0001104640,4280,04,289640,88992,1
1975,05,E,0001104640,4759,04,1381,4662,1
1975,05,E,0001107520,2320,04,565,2846,1
1975,05,E,0001107540,1220,01,19124,24791,1
1975,05,E,0001115000,1220,01,18711,31403,1
1975,05,E,0001122100,1220,01,11340,25000,1
1975,05,E,0001138020,1220,01,20412,14400,1
1975,05,E,0001142120,1220,01,40692,107130,1
1975,05,E,0001142120,1220,02,14457,61915,1
1975,05,E,0001142120,4120,04,1417,1785,1
1975,05,E,0001142120,4231,04,3682,23784,1
1975,05,E,0001142120,4279,04,181,1180,1
1975,05,E,0001142120,4280,04,806,4782,1
1975,05,E,0001142120,4419,04,1170,8526,1
1975,05,E,0001142140,1220,02,6919,11156,1
1975,05,E,0001142140,4231,04,562,1860,1
1975,05,E,0001142140,4280,04,306,1692,1
1975,05,E,0001142140,4759,04,454,1500,1
1975,05,E,0001142800,1220,01,47327,245088,1
1975,05,E,0001143520,1220,01,19040,46732,1
1975,05,E,0001144900,1220,04,272,2160,1
