Year,MO,Edible,CommodityCode,Country,District,Kilos,Dollars,Trade
2002,01,E,0302120003,1220,01,718084,2564976,1
2002,01,E,0302220000,4279,04,1250,12200,1
2002,01,E,0302500000,1220,01,52904,97709,1
2002,01,E,0302630000,1220,01,17694,17145,1
2002,01,E,0302640000,1220,01,25855,17935,1
2002,01,E,0302694075,4279,04,23878,105604,1
2002,01,E,0302697000,1220,01,10580,8330,1
2002,01,E,0302697000,4279,04,2096,7050,1
2002,01,E,0302705000,5880,04,643,6650,1
2002,01,E,0303390060,1220,01,60828,112787,1
2002,01,E,0303390060,4210,04,2496,12985,1
2002,01,E,0303390060,4279,04,11022,58939,1
2002,01,E,0303390060,5880,04,2611,15818,1
2002,01,E,0303600000,1220,01,64463,160524,1
2002,01,E,0303740000,1220,01,38753,26478,1
2002,01,E,0303750010,4279,04,13074,11240,1
2002,01,E,0303794030,4279,01,4500,4800,1
2002,01,E,0303794030,4280,02,35018,74110,1
2002,01,E,0303794030,4710,04,23000,101830,1
2002,01,E,0303796090,4279,02,19167,40565,1
2002,01,E,0303796090,4279,04,21450,8463,1
2002,01,E,0304105000,1220,01,38067,297871,1
2002,01,E,0304105000,4279,04,18655,57562,1
2002,01,E,0304105000,4280,01,14900,83450,1
2002,01,E,0304208600,1220,02,6411,11550,1
2002,01,E,0304208600,4279,04,72907,304526,1
2002,01,E,0304908700,1220,01,42448,93597,1
2002,01,E,0304908700,1220,04,45377,126721,1
2002,01,E,0305300000,1220,01,700,3228,1
2002,01,E,0305620000,1220,01,23644,27406,1
2002,01,E,0306120000,1220,01,2722,83014,1
2002,01,E,0306120000,4419,04,641,9784,1
2002,01,E,0306144090,1220,01,36250,111633,1
2002,01,E,0306220000,1220,01,3720,32956,1
2002,01,E,0306220000,1220,02,17750,115682,1
2002,01,E,0306220000,2320,04,5695,39198,1
2002,01,E,0306220000,4120,04,16619,199603,1
2002,01,E,0306220000,4279,04,78372,949919,1
2002,01,E,0306220000,4280,04,17181,234503,1
2002,01,E,0306220000,4330,04,354,5094,1
2002,01,E,0306220000,4419,04,8744,123668,1
2002,01,E,0306220000,4700,04,2176,28289,1
2002,01,E,0306220000,4730,04,163,2676,1
